name,address,phones,cuisine,category,working_hours,avg_cost_2_people,features,description,facebook,instagram,twitter,foursquare,email,latitude,longitude,images,url
Pasifico - Lounge & Dining,"Neftçilər pr., Dənizkənarı Milli Park",012 4048212; 050 2850021,Amerika; Latın Amerika,Restoranlar,19:00-04:00,25-35,Fon musiqisi; İçkilər; Yay terrası; Wi-Fi; Kredit kartla ödəniş; Masaların sifarişi; Take Away; Sigaret çəkməyən və çəkənlər üçün masalar,"Pasifico Latın Amerikanın sahillərinə və Amazon meşələrinə heyranedici səyahət deməkdir. Şüşəli zümrüd mozaykası və parıldayan bənövşəyi və qızılı əkslərlə olan təsiredici bar masası bizə nahəng anakondanı xatırladır. Peru, Çili və Braziliyadan olan mistik ağac rəsmləri və qəbilə keramikası bizə itirilmiş sivilizasiyaların mədəni cəhətlərinin eklektik qarışığını təmin edir.

Restoran
Üç qat hündürlükdə yerləşən, teatral işıqlandırma və dramatik interyer, tropik meşə rənglərini və flora ilə faunanı bizə xatırladır.DJ məkanı və səhnə, il ərzində keçirilən tədbirlər və dəvət olunan beynəlxalq sənətçilərin qəbul edilməsi üçün mükəmməldir. Terras, ağacla bəzədilmiş, şık və rahat mebel ilə dənizə gözəl görünüşü təmin edir.

Menyu
Kulinar komandası ilə hazırlanan Pasifico menyusu bu maraqlı qitə kimi müxtəlif və çoxmədəniyyətlidir.O, bizə Latın Amerika mətbəxinin geniş çeşidini təklif edir: Peru çeviçesi, Brazil salatları və qrilləri, Argentina steykləri və empanadasları , Çili dəniz məhsulları və desertləri.

İçkilər
Unikal çeşidlə, xüsusi sifarişlə gətirilmiş premium klass olan rom, pisco və cachaça, istedadlı bar komandası, genış çeşidli, təzəsıxılmış meyvələrdən, hisə verilmiş və ədviyyəli maddələrdən, bu unikal klub və restoran üçün Londondan olan təcrübəli miksoloqlar tərəfindən xüsusi reseptlərlə hazırlanan kokteylər təqdim edirlər.",https://www.facebook.com/PASIFICOBAKU/,,,,,40.3695701,49.8435693,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/885-pasifico-lounge-dining
Amburan Beach Club,"Amburan Beach, Bilgəh  AZ1000 Bakı, Azərbaycan",055 3005000,,Restoranlar,12:00 - 00:00,,İçkilər; Wi-Fi; Səhər yeməyi; Kredit kartla ödəniş; Masaların sifarişi; Take Away; Park xidməti,"Amburan Beach Club – eksklüziv istirahətə dəyər verənlər üçün olan bir məkandır.  Özünüzü rahat hiss edəcəyiniz üçün burada ideal bir şərait qurulub: örtülü akvatoriya, hovuz.
 
Lemon Bar & Grill, Bianco Café & Lounge və Amburan  - ideal istirahətiniz üçün sizin ixtiyarınızdadır. 
 
Amburan Beach Club – Bakının ən gözəl istirahət məkanlarından biri və sözsüz ki, ən gözəl çimərliyidir.
 
Təmiz hava, bağlı çimərlik, müasir barlar və restoranlar, rahat qonaq otaqları - bunlar hamısı Amburan Beach Club – ı fərqləndirir.
 
Amburan Beach Club – ın sahəsində il boyu “Amburan Winter Garden” kompleksi fəaliyyət göstərir və 10 fərqli qonaq otağından, Bar & Louj və Teatr & Kabaredən ibarətdir.
 
Bizim aşbazlarımız sizə milli və beynəlxalq mətbəxin ən gözəl xörəklərini təqdim edəcəklər.",https://www.facebook.com/amburanbeach/?fref=ts,,,,,40.5892571,50.061598,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/886-amburan-beach-club
Senator restaurant & terrace,"Nizami küçəsi 1,3",012 5055838; 050 2775151,Avropa,Restoranlar,,,Take Away,"Milli mətbəxin ləziz təamlarını dadaraq xüsusi günlərinizi qeyd edə bilərsiniz. Xüsusi və əlamətdar günlərdən başqa işdən sonra və ya həftə sonları istirahət etmək üçün həm dostlar, həmdə ailənizlə birgə xoş saatlar keçirə bilərsiniz.",https://www.facebook.com/senatorbaku/timeline?ref=page_internal,,,,,,,https://bakuguide.com/images/places/888/13226767_513381302192793_3308640613270615698_n.jpg,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/888-senator-restaurant-terrace
TERRA Restaurant / Club,Murtuza Muxtarov 179 Baku,050 2660434,,Restoranlar,,,,,https://www.facebook.com/Terra.Baku/,dszfsdfdfdf,,,,,,https://bakuguide.com/images/places/896/terra-restaurant-club-1.jpg,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/896-terra-restaurant-club
Cook Zone,Xaqani 27a,012 4919898; 99477 3919898,Avropa; Azərbaycan; Türk,Restoranlar,11:00-02:00,25-60,Səhər yeməyi,"""Özün bişir, özün ye!"" prinsipinə əsaslanaraq açılan Cook Zona hər gün sizin xidmətinizdədir. Burada sizi istədiyiniz yeməyi sifari verərək, özünüz bişirə bilərsiniz. Xoş gün və ya xoş həftə sonu keçirmək istəyənlərin tək məkanı, Cook Zone-dır.",https://www.facebook.com/pages/COOK-ZONE/387338528072108?fref=ts,,,,,40.3728196,49.8406577,https://bakuguide.com/images/places/897/cookzone.png; https://bakuguide.com/images/places/897/zone.png; https://bakuguide.com/images/places/897/cook.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/897-cook-zone
Topkimi,"Dilarə Əliyeva küç., 26",012 4930440; 055 4930440,,Restoranlar,12:00 - 00:00,,,,https://www.facebook.com/topkimibaku/timeline 5,,,,,40.3767791,49.8429107,https://bakuguide.com/images/places/898/topkimi-1.jpg,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/898-topkimi
Yaşıl Cafe,"YARAT Mərkəzi, Bayıl (Dövlət Bayrağı Meydanına yaxın), Bakı, Azərbaycan, AZ1003",050 2461414,,Restoranlar,10:00-00:00,,,"Yaşıl Kafe – qeyri-formal müzakirə və yığıncaqlar üçün olduqca uyğun yerdir.Yay vaxtı terras meydançasında nahar edin, zəngin menyuda olan çeşidli, yerli təzə-tər meyvə-tərəvəzdən hazırlanmış dadlı xörəklərin ləzzətini çıxarın. Kafedə butulka və qədəh ölçülərində şərablar, həmçinin mövsümə uyğun olaraq orijinal kokteyl və pivə növləri də təklif olunur.Yaşıl Kafenin terras meydançasından Xəzər dənizinin əzəmətli mənzərəsini seyr etmək olur. Dənizdən əsən mehin sərinliyində yerli və xarici musiqiçilərin ifasını dinləməklə həyatınıza zövq qatın.",https://www.facebook.com/Yashil-Caf%C3%A9-875640265840960/timeline,,,,,40.339243,49.8376307,https://bakuguide.com/images/places/899/yashil-cafe-630.png; https://bakuguide.com/images/places/899/yasil-cafe-2.jpg; https://bakuguide.com/images/places/899/yasil-cafe-3.jpg,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/899-yasil-cafe
Diamond Ocakbaşı Restoranı,"Təbriz küç., 116",012 5662169; 055 9554955,Avropa,Restoranlar,10:00- son müştəriyə qədər,50-60,Biznes lanç; Fon musiqisi; İçkilər; Wi-Fi; Kredit kartla ödəniş; Masaların sifarişi; Take Away; Sərbəst Wi-Fi; Park xidməti,"Ailəvi məkanlardan olan Diamond Ocakbaşı restoranı ləziz təamları və gülərüz personalı ilə gələn müştərilərin məmnunluğu üçün hər gün saat 10:00-dan etibarən xidmətinizdədir. Günə gümrah başlamaq üçün, iş arası, naharda, işdən sonra, ailəvi şam yeməyində və sizin üçün xüsusi günlərinizdə Diamond Ocakbaşı restoranını seçə bilərsiniz. Bizdən razı qalacağınıza əminik.",https://www.facebook.com/diamond.restaurant.lounge/timeline,https://www.instagram.com/diamond_ocakbasi_restaurant/,,,,40.4016622,49.8665311,https://bakuguide.com/images/places/900/diamond-ocakbasi-restorani-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/900-diamond-ocakbasi-restorani
Armood,Naxçivani 18,012 4090352,Amerika; İtaliya; Yunan,Restoranlar,10:00-21:00,,Fon musiqisi,"İlk baxışdan Amerikan kafelərini xatırladan Armood restoranı 2015-ci ildən etibarən şəhərimizdə fəaliyyət göstərir. Hər gün səhər saat 10:00-dan etibarən, axşam 21:00-a qədər sizin xidmətinizdədir. Burada siz Amerika, Yunan və İtalyan mətbəxinin ləziz təamlarını və içkilərini dada bilərsiniz.",https://www.facebook.com/armood.az/timeline,,,,,,,https://bakuguide.com/images/places/901/armood.png; https://bakuguide.com/images/places/901/armood1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/901-armood
Tarihi Sultanahmet Köftecisi Selim Usta,Ə.Əlizadə küçəsi 16,012 4936193,Fast food; Türk,Restoranlar,"Bazarertəsi - Cümə axşamı: 11:00 - 22:30

Cümə - Bazar:  11:00 - 23:00",30-35,Kredit kartla ödəniş; Masaların sifarişi; Sigaret çəkməyən və çəkənlər üçün masalar,Türkiyənin ən məşhur ləzzət şəbəkələrindən biri olan Tarixi Sultanahmet Köftecisi artıq Bakıda. 93 illik dadı və keyfiyyəti ilk dəfə olaraq Bakı sakinlərinə təqdim olunur.,https://www.facebook.com/Sultanahmetkoftecisi.baku/?fref=ts,,,,,40.3699712,49.8379342,https://bakuguide.com/images/places/902/sultanahmet.png; https://bakuguide.com/images/places/902/sultan.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/902-tarihi-sultanahmet-koftecisi-selim-usta
Tarhun,"Təbriz küç.,106 A, ""Metropark"" Ticarət Mərkəzi (7-ci mərtəbə)",012 5679020; 055 3299696,Avropa; Azərbaycan,Restoranlar,11:00-23:00,,Fon musiqisi; İçkilər; Wi-Fi; Kredit kartla ödəniş; Masaların sifarişi; Take Away; Park xidməti,Avropa və Milli mətbəxin ləziz təamlarını dadmaq üçün Tarhuna gəlməyiniz kifayətdir.,https://www.facebook.com/tarhunrestaurant/timeline,https://www.instagram.com/tarhun_baku/,,,,40.4029616,49.8696282,https://bakuguide.com/images/places/903/tarhun3.png; https://bakuguide.com/images/places/903/tarhun.png; https://bakuguide.com/images/places/903/tarhun1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/903-tarhun
Yüzdə Yüz,"Şəmsi Bədəlbəyli, 100 A",012 4100100; 077 6100100,,Restoranlar,10:00 - 00:00,,,,https://www.facebook.com/yuzdeyuzbaku/timeline,https://www.instagram.com/yuzdeyuzbaku/,,,,40.3771488,49.8384397,https://bakuguide.com/images/places/904/1000-962.png; https://bakuguide.com/images/places/904/100-100-465.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/904-yuzde-yuz
Kömür,28 may küç. 69A,012 5559955; 070 2169955,,Restoranlar,7/24 saat,,,"Kömür restoranı peşəkar kollektivi ilə hər zaman sizin xidmətinizdədir. Burada siz ləziz Türk mətbəxinin, Amerika mətbəxinin və həm çinin fast food yeməklərinin dadına baxa bilərsiniz.",https://www.facebook.com/Komur-Restaurant-940140606062060/timeline,https://www.instagram.com/komur.restaurant/,,,,40.3779872,49.8503473,https://bakuguide.com/images/places/905/komur.png; https://bakuguide.com/images/places/905/komur1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/905-komur
Shaikh tea and lounge,"Nizami küç., 70",012 4932617; 050 4567445,Türk; Vegetarian,Restoranlar,12:00-00:00,,Fon musiqisi; İçkilər; Wi-Fi; Masaların sifarişi; Qəlyan,"Avropa və şərq mətbəxinin ləziz təamlarındadn dadmaq və sonra pürrəngi ay içərək kareoke oxumaq istəyirsinizsə, Shaikh restoranına gələ bilərsiniz. Burada siz özünüzü həm rahat, həm də xobəxt hiss edəcəksiniz. Restoranın aurası sizə xoşbəxtlik, gülər üz personalı isə sizə evdəki kimi rahatlıq yaradacaq.",https://www.facebook.com/shaikh.lounge.restaurant/timeline,https://www.instagram.com/shaikh_lounge/,,,,40.3746937,49.8443437,https://bakuguide.com/images/places/908/shaikh-45.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/908-shaikh-tea-and-lounge
Samovar tea lounge,Sabit Orucov 17C,012 4887750; 050 9992299,,Restoranlar,12:00-03:00,,,"2015-ci  ildən etibarən fəaliyyət göstərən Samovar əsil Azərbaycanın milli dəyərlərini ifadə edən restoranlardan biridir. Adından da bilinirki məkan əsasən çay sevərlərin məkanıdır. Çay sevərləri ilə bərabər bura milli, avropa və fast food yeməklərini sevənlər də dəvətlidir.",https://www.facebook.com/Samovar.tea.lounge/timeline,https://www.instagram.com/samovar.cafe/,,,,40.3803229,49.867527,https://bakuguide.com/images/places/909/samovar-tea-lounge-1.png; https://bakuguide.com/images/places/909/samovar-tea-lounge-2.png; https://bakuguide.com/images/places/909/samovar-tea-lounge-3.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/909-samovar-tea-lounge
Shore house,Nardaran (Sea Breeze),012 3102222; 050 2332544,,Restoranlar,,,,,,,,,,,,https://bakuguide.com/images/places/911/1121362521464789152d508009eebda9b3f81f464ae62d0e252f31fd6c6.jpg,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/911-shore-house
Sea Side,"Buzovna, Xəzər küçəsi",012 5556606; 055 2106633,Avropa; Azərbaycan; Türk,Restoranlar,10:00-00:00,35-50,Fon musiqisi; İçkilər; Yay terrası; Kredit kartla ödəniş; Masaların sifarişi; Park xidməti,"Dəniz qırağında, canlı musiqi sədaları altında, Avropa mətbəxinin ləziz təamlarından dadaraq sevdikləriniz ilə birgə gözəl gün keçirmək istəyirsinizsə, Sea Side düzgün ünvandır.",https://www.facebook.com/Sea-Side-Baku-487176748105169/,https://www.instagram.com/seaside_baku/,,,,40.5234694,50.1170848,https://bakuguide.com/images/places/912/sea-562.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/912-sea-side
Flame lounge,"Səbail rayonu, Badamdar qəs. 2-ci massiv, 4-cü dalan",012 5026566; 050 4923595,Asiya; Avropa; Fast food; İtaliya; Meksika; Rus; Sushi bar; Yapon,Restoranlar,12:00 -sonuncu müştəriyə qədər,,Canlı musiqi; Çatdırılma; Fon musiqisi; İçkilər; Yay terrası; Wi-Fi; Kredit kartla ödəniş; Masaların sifarişi; Take Away; Sushi bar; Qəlyan; Sərbəst Wi-Fi; Park xidməti,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/913-flame-lounge
Flame lounge,"Səbail rayonu, Badamdar qəs. 2-ci massiv, 4-cü dalan",012 5026566; 050 4923595,Asiya; Avropa; Fast food; İtaliya; Meksika; Rus; Sushi bar; Yapon,Restoranlar,12:00 -sonuncu müştəriyə qədər,,Canlı musiqi; Çatdırılma; Fon musiqisi; İçkilər; Yay terrası; Wi-Fi; Kredit kartla ödəniş; Masaların sifarişi; Take Away; Sushi bar; Qəlyan; Sərbəst Wi-Fi; Park xidməti,,,,,,,,,,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/914-flame-lounge
National Azerbaijan Restaurant,"İzmir küçəsi, 5a",050 2103708,Azərbaycan,Restoranlar,11:00 - 00:00,,Biznes lanç; Fon musiqisi; İçkilər; Wi-Fi; Kredit kartla ödəniş; Masaların sifarişi; Take Away; Park xidməti,NAR (National Azerbaijan Restaurant) restoranı sizlərə Azərbaycan mətbəxinin geniş çeşidlərini təqdim edir.,https://www.facebook.com/RestoranNar/,https://www.instagram.com/nar_restaurant/,,,,40.3889111,49.8212937,https://bakuguide.com/images/places/915/nar.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/915-national-azerbaijan-restaurant
Kasap Dönər,"Bakı şəhəri, Yasamal r-nu, Ayna Sultanova küçəsi 56",055 9127777; 055 9127777,,Restoranlar,12:00 - 00:00,,,"67 illik ət firması Sarıtaş tərəfindən 2010-cu ildə KASAP DÖNER quruldu. Quruluşundakı əsas məqsədi, dünyanın ən çox satılansürətli istehlak yeməyi olan dönəri ən üst keyfiyyətə çıxarmaqdır. Yalnız ət keyfiyyəti ilə deyil, restoran keyfiyyəti ilə də ən üst səviyyəni tutdurmaq məqsədi ilə quruldu.",https://www.facebook.com/Kasapdonerazerbaijan/photos,https://www.instagram.com/kasapdonerbaku/,,,,40.3688309,49.8136096,https://bakuguide.com/images/places/916/kasap-doner-1.png; https://bakuguide.com/images/places/916/kasap-doner-2.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/916-kasap-doner
Xalça restoranı,"M. Hüseynov küç., 28 (Dənizkənarı milli park)",012 4094009; 050 3094009,İtaliya; Sushi bar; Yapon,Restoranlar,15:00-son müştəriyə qədər,,Canlı musiqi; Fon musiqisi; İçkilər; Wi-Fi; Kredit kartla ödəniş; Masaların sifarişi; Take Away; Sushi bar; Qəlyan; Çay dəstgahı; Park xidməti,"Azərbaycanın milli dəyərlərindən bir də xalçadır. Ölkəmizə hər il gələn turistləri Azərbaycan xalçaları öz füsunkarlığı ilə cəlb edir. Turistlərin və eyni zamanda şəhərimizin sakinlərinin ən sevimli məkanlarından bir də Xalça restoranıdır. İlk əvvəl ona görə xoşları gəlir ki, restoranda milli arqumentlər əks olunub. Burada Milli, Yapon və İtalyan mətbəxinin ləziz təamlarını dadıb, pürrəngi çay içə bilərsiniz.",https://www.facebook.com/xalcarestaurant/?fref=ts,https://www.instagram.com/xalcaterrace/,,,,40.3597373,49.8335519,https://bakuguide.com/images/places/917/xalca-restorani-1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/917-xalca-restorani
Evdə Amburam,"Bilgəh qəsəbəsi, Amburan Beach Club",055 2052191,,Restoranlar,7/24,,Canlı musiqi; Fon musiqisi; İçkilər,"2013-cü ildən etibarən fəaliyyət göstərən Evdə Amburan ailəvi istirahət məkanlarından biridir. Burada siz Yunan, İtalyan mətbəxinin ləziz təamlarını dada bilərsiniz. Dəniz kənarında olan füsunkar məkanda əvəzolunmaz istrahətlərinzdən birini yaşayacaqsınız. Burada körpələrinizdən nigaran qalmayıb, istirahətinizin rahatlıqla keyfini yaşaya bilərsiniz.",https://www.facebook.com/evdeamburan/?fref=ts,https://www.instagram.com/evdeamburan/,,,,40.5892571,50.061598,https://bakuguide.com/images/places/918/evdeambu-4.png; https://bakuguide.com/images/places/918/evde123-658.png; https://bakuguide.com/images/places/918/evdeamburan12-68.png; https://bakuguide.com/images/places/918/evdeamburan-389.png; https://bakuguide.com/images/places/918/evdeamburanbaku-52.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/918-evde-amburam
Elvet Steak House,"Həsənoğlu küç., 6",012 5676464; 012  5679797; 050 4144444,,Restoranlar,11:00-01:00,,Fon musiqisi; İçkilər; Wi-Fi; Masaların sifarişi; Park xidməti,"Elvet Steak House, 2014-cü ilin aprelidən etibarən Bakıda fəaliyyət göstərir. Restoranın əsas məqsədi Bakıda yeni ləzzət dünyası yaratmaqdır. Türkiyədən gələn professional aşbazlar Bakıda steak mədəniyyətini yenidən yaratmaq istəyirlər. Bol çeşitli şərab menyusu, gülərüz servisi və peşəkar personalı ilə xidmətinizdə olan Elvent Steak House gözləyirik. Ətla bağlı bütün bildiklərinizi yaddan çıxarın.",/cdn-cgi/l/email-protection#afa6c6c1c9c0efcac3d9cadbdcdbcacec4c7c0dadcca81ccc0c2,https://www.instagram.com/elvet_steakhouse/,,,,40.3970084,49.86831,https://bakuguide.com/images/places/919/elvent2.png; https://bakuguide.com/images/places/919/elvent4.png; https://bakuguide.com/images/places/919/elvent6.png; https://bakuguide.com/images/places/919/elvent.png; https://bakuguide.com/images/places/919/elvent1.png,https://bakuguide.com/az/1-yemek-icmek/13-restoranlar/919-elvet-steak-house
